"id","nombre_urg","num","claves_presupuestales","objeto_contratacion_proyectado","tipo_de_contratacion","partida_presupuestal_especifica","clave_cabms","valor_estimado_contratacion","contratacion_a_mipymes","procedimiento_contratacion_proyectado","fecha_estimada_procedimiento_contratacion","fecha_estimada_inicio_vigencia_contrato","fecha_estimada_fin_contrato","etiqueta_procedimiento"
113784,"FONDO PARA EL DESARROLLO ECONÓMICO Y SOCIAL","CDMX01P0ESPAAAPS33","101P0ES311030P04114122033621100","CONTRATACIÓN DE SERVICIO DE IMPRESIONES","SERVICIO",3362,"3362000010--IMPRESIONES;3362000014--IMPRESIÓN POR SELLOS Y TROQUELES INSTITUCIONALES","$350,000.00","NO","CONVENIOS DE COLABORACIÓN ENTRE DEPENDENCIAS (ARTÍCULO 1).","01-03-2022","01-04-2022","31-12-2022","PROYECTO"
116326,"ALCALDÍA COYOACÁN","CDMX02CD04PAAAPS37","102CD04268294P00415O22027211100","ADQUISICIÓN DE PRENDAS DE SEGURIDAD Y PROTECCIÓN PERSONAL","BIEN",2721,"2721000048--IMPERMEABLES","$20,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-08-2022","01-08-2022","01-12-2022","PROYECTO"
113043,"ALCALDÍA XOCHIMILCO","CDMX02CD16PAAAPS58","102CD16139055F027111120249121000; 102CD16221274K016111120249121000; 102CD16232001O001111120249121000; 102CD16371030P047111120249121000","ADQUISICIÓN DE PINTURA, BROCHAS, THINER PARA LOS MANTENIMIENTOS","BIEN",2491,"2491000088--PINTURAS VINÍLICAS;2491000086--PINTURAS PARA TRÁNSITO (REFLEJANTES);2491000120--BROCHA DE CERDA;2491000122--EXTENSIÓN PARA RODILLO PACHÓN;2491000118--RODILLO PACHÓN PARA PINTAR;2491000156--SELLADOR PARA MADERA;2491000158--TINTA AL ACEITE;2491000164--ESTOPA","$13,065,000.00","SI","LICITACIÓN PÚBLICA NACIONAL (ART.30)","07-03-2022","28-03-2022","31-12-2022","PROYECTO"
114316,"ALCALDÍA MIGUEL HIDALGO","CDMX02CD11PAAAPS149","102CD11356001O00115O22033311100","CONTRATACIÓN DE DIVERSOS SERVICIOS DE CONSULTORÍA ADMINISTRATIVA","SERVICIO",3331,"3331000008--SERVICIOS DE CONSULTORÍA ADMINISTRATIVA (ADMINISTRACIÓN GENERAL, FINANCIERA, ORGANIZACIONAL, RECURSOS HUMANOS), CIENTÍFICOS Y TÉCNICOS.;3331000008--SERVICIOS DE CONSULTORÍA ADMINISTRATIVA (ADMINISTRACIÓN GENERAL, FINANCIERA, ORGANIZACIONAL, RECURSOS HUMANOS), CIENTÍFICOS Y TÉCNICOS.;3331000008--SERVICIOS DE CONSULTORÍA ADMINISTRATIVA (ADMINISTRACIÓN GENERAL, FINANCIERA, ORGANIZACIONAL, RECURSOS HUMANOS), CIENTÍFICOS Y TÉCNICOS.;3331000008--SERVICIOS DE CONSULTORÍA ADMINISTRATIVA (ADMINISTRACIÓN GENERAL, FINANCIERA, ORGANIZACIONAL, RECURSOS HUMANOS), CIENTÍFICOS Y TÉCNICOS.;3331000008--SERVICIOS DE CONSULTORÍA ADMINISTRATIVA (ADMINISTRACIÓN GENERAL, FINANCIERA, ORGANIZACIONAL, RECURSOS HUMANOS), CIENTÍFICOS Y TÉCNICOS.;3331000008--SERVICIOS DE CONSULTORÍA ADMINISTRATIVA (ADMINISTRACIÓN GENERAL, FINANCIERA, ORGANIZACIONAL, RECURSOS HUMANOS), CIENTÍFICOS Y TÉCNICOS.;3331000008--SERVICIOS DE CONSULTORÍA ADMINISTRATIVA (ADMINISTRACIÓN GENERAL, FINANCIERA, ORGANIZACIONAL, RECURSOS HUMANOS), CIENTÍFICOS Y TÉCNICOS.;3331000008--SERVICIOS DE CONSULTORÍA ADMINISTRATIVA (ADMINISTRACIÓN GENERAL, FINANCIERA, ORGANIZACIONAL, RECURSOS HUMANOS), CIENTÍFICOS Y TÉCNICOS.","$23,850,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
116323,"SECRETARÍA DE LA CONTRALORÍA GENERAL","CDMX13C001PAAAPS42","113C001393138O00511112022111100; 113C001393140O00311112022111100","PRODUCTO DE CAFETERÍA","BIEN",2211,,"$48,718.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-02-2022","15-02-2022","31-12-2022","PROYECTO REVOLVENTE"
114308,"FIDEICOMISO CENTRO HISTÓRICO","CDMX09PFCHPAAAPS44","109PFCH133073E00311112038311130","SERVICIOS PROFESIONALES","SERVICIO",3831,"3831000002--CONGRESOS Y CONVENCIONES","$221,000.00","NO","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-01-2022","01-02-2022","31-12-2022","PROYECTO"
116322,"SECRETARÍA DE INCLUSIÓN Y BIENESTAR SOCIAL","CDMX08C001PAAAPS3","108C001269105E08111112025411100; 108C001269105E08111112025311100","COMPRA DE MEDICAMENTO Y MATERIAL DE CURACIÓN PARA LA POBLACIÓN DE LOS CENTROS DE ASISTENCIA E INTEGRACIÓN SOCIAL","BIEN","2531;2541","2531001020--ABACAVIR;2541000578--GUANTES PARA EXPLORACIÓN  (LATEX);2541000002--ABATELENGUAS;2541000078--ALGODÓN (EN LÁMINAS, ENROLLADO, PLISADO, ETC.);2541001660--OXÍMETRO DIGITAL DE DEDO;2541001506--ROPA DESECHABLE PARA USO DENTRO DE LAS AREAS RESTRINGIDAS Y UNIDADES HOSPITALARIAS;2541001088--TIRA DE DETECCION O TIRILLA REACTIVA;2541000002--ABATELENGUAS","$6,000,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","30-12-2021","01-01-2022","30-12-2022","PROYECTO COVID-19"
112306,"SECRETARÍA DE DESARROLLO ECONÓMICO","CDMX04C001PAAAPS1","104C001124003P00111112035811100; 104C001124004P00211112035811100; 104C001172002N00111112035811100; 104C001311028F00811112035811100; 104C001311030P01611112035811100; 104C001311147G01411112035811100; 104C001311148E09211112035811100; 104C001393213F03411112035811100","SERVICIO DE LIMPIEZA PARA LA SECRETARÍA DE DESARROLLO ECONÓMICO","SERVICIO",3581,"3581000008--SERVICIO DE LIMPIEZA DE OFICINAS","$1,400,000.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR EXCEPCIÓN. (ARTÍCULO 54).","22-12-2021","03-01-2022","31-12-2022","PROYECTO"
114317,"MECANISMO DE PROTECCIÓN INTEGRAL DE PERSONAS DEFENSORAS DE DERECHOS HUMANOS Y PERIODISTAS","CDMX02PDDPPAAAPS22","102PDDP172002N00115O22033311100","SERVICIO DE ELABORACIÓN DE PROGRAMA DE PROTECCIÓN CIVIL PARA EL MPI.","SERVICIO",3331,"3331000008--SERVICIOS DE CONSULTORÍA ADMINISTRATIVA (ADMINISTRACIÓN GENERAL, FINANCIERA, ORGANIZACIONAL, RECURSOS HUMANOS), CIENTÍFICOS Y TÉCNICOS.","$150,000.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR EXCEPCIÓN. (ARTÍCULO 54).","15-12-2021","01-01-2022","31-12-2022","PROYECTO"
114309,"ALCALDÍA LA MAGDALENA CONTRERAS","CDMX02CD10PAAAPS21","102CD10356001O00111112021111200","ADQUISICIÓN DE PAPEL BOND 2022","BIEN",2111,"2111000488--PAPEL BOND;2111000488--PAPEL BOND","$1,000,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-12-2021","01-03-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
110996,"FIDEICOMISO DE RECUPERACIÓN CREDITICIA","CDMX09PFRCPAAAPS5","109PFRC152233G01015O22021411200","ADQUISICIÓN DE  TÓNER Y CARTUCHOS PARA IMPRESORAS CORRESPONDIENTE AL EJERCICIO FISCAL 2022","SERVICIO",2141,"2141000050--TONER","$92,387.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-07-2022","01-08-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
114318,"UNIVERSIDAD DE LA SALUD","CDMX36CD01PAAAPS29","136CD01253238E15315O22033621100","CONTRATACIÓN DE SERVICIOS DE IMPRESIÓN CON COMISA  PARA DIVERSAS  ÁREAS ADMINISTRATIVAS Y DOCENTES","SERVICIO",3362,"3362000010--IMPRESIONES","$150,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
113846,"SERVICIOS METROPOLITANOS, S.A. DE C.V.","CDMX09PESMPAAAPS95","109PESM152104M00114122024811100","SE REQUIERE LA COMPRA DE MATERIAL DIVERSO PARA EL MANTENIMIENTO DE LAS INSTALACIONES DE SERVIMET.","BIEN",2481,"2481000148--ACRILICO CUBRE ALFOMBRA","$5,000.00","SI","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-01-2022","01-02-2022","01-12-2022","PROYECTO"
110912,"SECRETARÍA DE PUEBLOS Y BARRIOS ORIGINARIOS Y COMUNIDADES INDÍGENAS RESIDENTES","CDMX35C001PAAAPS24","135C001393001O00111112021411200","ADQUISICIÓN DE  TÓNER Y CARTUCHOS PARA IMPRESORAS CORRESPONDIENTE AL EJERCICIO FISCAL 2022","SERVICIO",2141,"2141000050--TONER","$60,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-07-2022","01-08-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
114302,"SECRETARÍA DE SEGURIDAD CIUDADANA","CDMX11C001PAAAPS8","111C001123009E01411112021411100; 111C001123025E05711112021411100; 111C001171104M00111112021411100; 111C001171104M00111122021411100; 111C001123009E01415OC2021411200; 111C001171104M00115OC2021411200; 111C001253071E06315OC2021411200; 111C001268017E06815OC2021411233","ADQUISICIÓN DE TONER Y CARTUCHOS PARA IMPRESORAS","SERVICIO",2141,"2141000050--TONER","$3,103,236.00","SI","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-03-2022","01-04-2022","31-12-2022","PROYECTO"
114319,"SECRETARÍA DE SEGURIDAD CIUDADANA","CDMX11C001PAAAPS9","111C001171104M00111112021511100","ADQUISICIÓN DE PERIÓDICOS Y REVISTAS","BIEN",2151,"2151000012--PUBLICACIONES","$178,377.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-12-2022","01-01-2022","31-12-2022","PROYECTO"
116307,"ALCALDÍA COYOACÁN","CDMX02CD04PAAAPS34","102CD04268244U02615O42044121178; 102CD04268149S19615OG2044121178","CONTRATACIÓN DE SERVICIOS Y ADQUISICIÓN DE BIENES PARA ATENDER ACCIONES INSTITUCIONALES QUE LLEVARÁ ACABO LA ALCALDÍA (BASTONES, SILLAS DE RUEDA, ALIMENTO PARA CACIS, JUGUETES, ROSCAS)","BIEN",4412,"4412000008--AYUDAS ESPECIALES; INSUMOS DE DIFERENTES TIPOS (BASTONES, SILLAS DE RUEDAS, MULETAS, ANDADORES, ETC.); COMPOSICIÓN VARIADA;4412000002--AYUDAS CULTURALES Y SOCIALES;4412000002--AYUDAS CULTURALES Y SOCIALES","$47,000,000.00","SI","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-03-2022","15-03-2022","12-12-2022","PROYECTO"
115588,"INSTITUTO DE PLANEACIÓN DEMOCRÁTICA Y PROSPECTIVA DE LA CIUDAD DE MÉXICO","CDMX41PDIPPAAAPS15","141PDIP134001O00115O22033311100","CONTAR CON UN SISTEMA FINANCIERO CONTABLE","SERVICIO",3331,"3331000002--DESARROLLO DE SISTEMAS","$2,230,901.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","03-06-2022","01-07-2022","31-12-2022","PROYECTO"
114328,"ALCALDÍA GUSTAVO A. MADERO","CDMX02CD07PAAAPS183","102CD07232001O00115O22052912100PAAAPS197","OTRO MOBILIARIO Y EQUIPO EDUCACIONAL Y RECREATIVO","BIEN",5291,"5291000410--KIT INFANTIL DE SILLAS Y MESA RECTANGULAR","$5,000,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-06-2022","01-07-2022","31-12-2022","PROYECTO"
114356,"ALCALDÍA LA MAGDALENA CONTRERAS","CDMX02CD10PAAAPS23","102CD10356001O00111112021411100","COMPRA DE MATERIAL INFORMATICO BASICO PARA LLEVAR A CABO ACTIVIDADES DE LA DIRECCION GENERAL","BIEN",2141,"2141000030--MEMORIAS--USB,SD,MC,STICK, FLASH, SM--","$17,587.66","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
114349,"SECRETARÍA DE OBRAS Y SERVICIOS","CDMX07C001PAAAPS12","107C001356001O00115O12054132200A22NR0157; 107C001356001O00115O12054132200A22NR0189","COMPRA DE VEHÍCULOS TIPO SEDAN Y CAMIONETA MODELO 2022","BIEN",5413,"5413000032--AUTOMÓVIL TIPO SEDÁN","$11,000,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-12-2021","01-01-2022","31-12-2022","PROYECTO"
114334,"FONDO PARA EL DESARROLLO ECONÓMICO Y SOCIAL","CDMX01P0ESPAAAPS40","101P0ES311030P04114122037221100","PASAJES DESTINADOS PARA ENTREGA DE DOCUMENTACIÓN OFICIAL QUE DEBAN ENTREGAR LAS DIVERSAS ÁREAS DEL FES CDMX","SERVICIO",3722,"3722000002--PASAJES AL INTERIOR DEL DISTRITO FEDERAL","$30,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-01-2022","01-01-2022","01-12-2022","PROYECTO"
114354,"RED DE TRANSPORTE DE PASAJEROS (RTP)","CDMX10PDRTPAAAPS33","110PDRT356052E08814122029411100","ADQUISICIÓN DE COMPONENTES INTERNOS Y EXTERNOS DE LOS VALIDADORES QUE SE INTEGRAN Y/O CAMBIAN EN LOS MANTENIMIENTOS  PARA EL CORRECTO FUNCIONAMIENTO DE LOS CIRCUITOS, TARJETAS, PROCESADORES Y LECTORES DE TARJETAS DE LOS DISPOSITIVOS.","SERVICIO",2941,"2941000198--ADAPTADOR CASE GABINETE USB PARA DISCO DURO","$1,000,000.00","NO","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-02-2022","01-03-2022","31-12-2022","PROYECTO"
114357,"INSTITUTO PARA LA ATENCIÓN Y PREVENCIÓN DE LAS ADICCIONES","CDMX26PDIAPAAAPS39","126PDIA393001O00115O22033611200","SERVICIO DE FOTOCOPIADO BLANCO Y NEGRO Y COLOR PARA EL PERIODO DE  2022","SERVICIO",3361,"3361000016--SERVICIO DE FOTOCOPIADO","$152,970.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-12-2021","01-01-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
115589,"SECRETARÍA DE MOVILIDAD","CDMX10C001PAAAPS74","110C001356001O00111112037221100000000000; 110C001356264P04411112037221100000000000; 110C001356265E11211112037221100000000000; 110C001356266G01811112037221100000000000; 110C001356267F02411112037221100000000000; 110C001356268G01911112037221100000000000; 110C001356270P04511112037221100000000000","PASAJES AL INTERIOR DE LA CIUDAD DE MÉXICO","SERVICIO",3722,"3722000002--PASAJES AL INTERIOR DEL DISTRITO FEDERAL","$450,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","03-01-2022","03-01-2022","31-12-2022","PROYECTO"
114360,"ALCALDÍA TLALPAN","CDMX02CD14PAAAPS59","102CD14214081E12215OB2023911100","OTROS PRODUCTOS ADQUIRIDOS COMO MATERIA PRIMA","BIEN",2391,"2391000004--VARA DE PERLILLA","$38,046.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","04-04-2022","04-04-2022","31-12-2022","PROYECTO"
114322,"INSTITUTO DE LA JUVENTUD","CDMX08PDIJPAAAPS5","108PDIJ172002N00111112033211100; 108PDIJ134001O00111112033211100","ACTUALIZACION DE PLANOS ARQUITECTONICOS Y SERVICIOS LEGALES, DE CONTABILIDAD, AUDITORIA Y RELACIONADOS","SERVICIO",3321,"3321000004--DISEÑO Y ELABORACIÓN DE CONSTANCIAS DE SEGURIDAD ESTRUCTURAL DE BIENES INMUEBLES;3321000004--DISEÑO Y ELABORACIÓN DE CONSTANCIAS DE SEGURIDAD ESTRUCTURAL DE BIENES INMUEBLES","$50,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","03-05-2022","03-05-2022","31-12-2022","PROYECTO"
114336,"ALCALDÍA CUAJIMALPA DE MORELOS","CDMX02CD05PAAAPS37","102CD05263001O00115O22029911100","REFACCIONES Y ACCESORIOS MENORES OTROS BIENES INMUEBLES","BIEN",2991,"2991000026--PICHANCHA  DE COCINA  O  DE ALBERCA","$100,000.00","SI","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-10-2022","01-10-2022","31-12-2022","PROYECTO"
115094,"FONDO PARA EL DESARROLLO ECONÓMICO Y SOCIAL","CDMX01P0ESPAAAPS48","101P0ES268294P00414122033621100","CONTRATACIÓN DE IMPRESIONES PARA ACTIVIDADES DEL CONSEJO ECONÓMICO Y SOCIAL DE LA CDMX","SERVICIO",3362,"3362000002--SERVICIOS DE IMPRESIÓN","$20,000.00","NO","CONVENIOS DE COLABORACIÓN ENTRE DEPENDENCIAS (ARTÍCULO 1).","01-02-2022","01-02-2022","01-05-2022","PROYECTO"
114361,"ALCALDÍA COYOACÁN","CDMX02CD04PAAAPS9","102CD04263001O00111122035111100; 102CD04211084E12315O22035111100","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO MENSUAL A LAS 9 ALBERCAS ADMINISTRACIÓN 2022","SERVICIO",3511,"3511000004--SERVICIO DE MANTENIMIENTO MENOR A INMUEBLES","$5,304,994.00","SI","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","27-01-2022","01-02-2022","01-12-2022","PROYECTO"
114345,"RED DE TRANSPORTE DE PASAJEROS (RTP)","CDMX10PDRTPAAAPS31","110PDRT356052E08814122029611100","ADQUISICIÓN DE REFACCIONES MENORES QUE SERVIRAN PARA DARLE MEJOR SEGURIDAD Y AISLAMIENTO AL CABLEADO INSTALADO EN LA INFRAESTRUCTURA EN LOS EQUIPOS DE VALIDACIÓN.","BIEN",2961,"2961000002--ACUMULADORES","$60,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-02-2022","01-03-2022","31-12-2022","PROYECTO"
114341,"INSTITUTO DE LA JUVENTUD","CDMX08PDIJPAAAPS6","108PDIJ134001O00111112035111100","CONSERVACIÓN Y MANTENIMIENTO MENOR DE INMUEBLES  ""ELEVADORES OTIS""","SERVICIO",3511,"3511000004--SERVICIO DE MANTENIMIENTO MENOR A INMUEBLES","$200,000.00","NO","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-02-2022","01-02-2022","31-12-2022","PROYECTO"
114346,"SECRETARÍA DE CULTURA","CDMX31C000PAAAPS4","131C000242104M00111112022111100000000000","SUMINISTRO DE AGUA PURIFICADA PARA LAS UNIDADES ADMINISTRATIVAS Y ÓRGANOS DESCONCENTRADOS DE LA SECRETARÍA DE CULTURA DE LA CDMX","BIEN",2211,"2211000020--AGUA PURIFICADA","$115,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","31-12-2021","01-01-2022","31-12-2022","PROYECTO"
114373,"INSTITUTO DE LA JUVENTUD","CDMX08PDIJPAAAPS8","108PDIJ134001O00111112038211100; 108PDIJ241085S05011112038211100","EVENTOS CULTURALES ""SEMANA DE LAS JUVENTUDES 2022""","SERVICIO",3821,"3821000002--ESPECTÁCULOS CULTURALES","$1,000,000.00","NO","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-09-2022","01-09-2022","31-12-2022","PROYECTO"
114358,"INSTITUTO DE EDUCACIÓN MEDIA SUPERIOR","CDMX36PDIEPAAAPS54","136PDIE252042E086111120345112000","CONTRATACIÓN CONSOLIDADA DE SEGUROS 2022","SERVICIO","1441;1442;3451;4412","1441000002--CUOTAS PARA EL SEGURO DE VIDA DEL PERSONAL CIVIL;1442000002--CUOTAS PARA EL SEGURO DE VIDA DEL PERSONAL DE SEGURIDAD PÚBLICA;3451000002--SEGURO DE BIENES PATRIMONIALES;4412000002--AYUDAS CULTURALES Y SOCIALES","$1,200,000.00","NO","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-12-2021","01-01-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
114351,"RED DE TRANSPORTE DE PASAJEROS (RTP)","CDMX10PDRTPAAAPS32","110PDRT356052E08814122029611100","ADQUISICIÓN DE NEUMÁTICOS PARA LOS AUTOBUSES QUE PRESTAN EL SERVICIO DE TRANSPORTACIÓN DE PASAJEROS","BIEN",2961,"2961000002--ACUMULADORES","$16,377,132.00","NO","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-03-2022","01-04-2022","31-12-2022","PROYECTO"
114374,"RED DE TRANSPORTE DE PASAJEROS (RTP)","CDMX10PDRTPAAAPS36","110PDRT356052E08814122029211100","ADQUISICIÓN DE CHAPAS, LLAVES, MANIJAS, BISAGRAS Y SIMILARES PARA EL MANTENIMIENTO DE LAS INSTALACIONES DE OFICINAS CENTRALES DEL ORGANISMO.","BIEN",2921,"2921000002--BISAGRA","$60,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-11-2022","01-11-2022","31-12-2022","PROYECTO"
114366,"SERVICIOS DE SALUD PÚBLICA","CDMX26PDSPPAAAPS47","126PDSP232064E06625P42034711200","SERVICIO DE FLETES Y MANIOBRAS PARA ATENDER NECESIDADES DE CARGA Y DESCARGA DE MOBILIARIO","SERVICIO",3471,"3471000002--FLETES Y ACARREOS","$100,000.00","SI","LICITACIÓN PÚBLICA NACIONAL (ART.30)","18-03-2022","30-03-2022","30-12-2022","PROYECTO"
114362,"ALCALDÍA GUSTAVO A. MADERO","CDMX02CD07PAAAPS185","102CD07232001O00115O22054122200PAAAPS199","VEHÍCULOS Y EQUIPO TERRESTRE DESTINADOS A SERVICIOS PÚBLICOS Y LA OPERACIÓN DE PROGRAMAS PÚBLICOS","BIEN",5412,"5412000008--CAMIÓN GRÚA","$4,000,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-06-2022","01-07-2022","31-12-2022","PROYECTO"
114331,"ALCALDÍA COYOACÁN","CDMX02CD04PAAAPS6","102CD04263001O00115O22033711100","CONTRATACIÓN DE SERVICIO DE PROTECCIÓN Y SEGURIDAD","SERVICIO",3371,"3371000002--ASIGNACIONES DESTINADAS A INVESTIGACIONES DE SEGURIDAD PÚBLICA","$36,276,924.00","SI","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-07-2022","07-07-2022","01-12-2022","PROYECTO"
114372,"ALCALDÍA COYOACÁN","CDMX02CD04PAAAPS10","102CD04172002N00115OG2035311100","CONTRATACIÓN DE SERVICIO DE INSTALACIÓN, REPARACIÓN Y MANTENIMIENTO A LOS SERVIDORES DE COMPUTO Y TECNOLOGÍAS DE LA INFORMACIÓN","SERVICIO",3531,"3531000004--MANTENIMIENTO Y REPARACIÓN DE EQUIPO DE COMPUTO Y TECNOLOGÍAS DE LA INFORMACIÓN","$220,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-07-2022","15-07-2022","01-12-2022","PROYECTO"
114386,"RED DE TRANSPORTE DE PASAJEROS (RTP)","CDMX10PDRTPAAAPS40","110PDRT356052E08814122027211100","ADQUISICIÓN DE ROPA  Y EQUIPO  PROTECCIÓN PARA EL PERSONAL  OPERATIVO DE  LA SUPERVISIÓN DE PEAJE.","BIEN",2721,"2721000120--ACOLLADOR DE SEGURIDAD","$100,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-05-2022","01-06-2022","31-12-2022","PROYECTO"
114343,"METROBÚS","CDMX10PDMBPAAAPS16","110PDMB356052E04214122035211100operativo","MANTENIMIENTO DE EQUIPOS DE AIRE ACONDICIONADO","SERVICIO",3521,"3521000002--MANTENIMIENTO A ALBERCA RECREATIVA","$100,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-03-2022","02-05-2022","31-12-2022","PROYECTO"
114348,"CAJA DE PREVISIÓN DE LA POLICÍA AUXILIAR","CDMX09PDPAPAAAPS38","109PDPA269169E04414122039931182","SERVICIO INTEGRAL DE ABASTO DE MEDICAMENTOS, MATERIAL DE CURACIÓN, SUPLEMENTOS ALIMENTICIOS, PRODUCTOS DERMATOLÓGICOS, FÓRMULAS MAGISTRALES, PRESERVATIVOS Y DIUS, PARA LAS Y LOS ELEMENTOS, PENSIONADOS Y DERECHOHABIENTES DE LA POLICÍA AUXILIAR DE LA CIUDAD DE MÉXICO","SERVICIO",3993,"3993000004--SERVICIOS INTEGRALES DE ABASTO DE MEDICAMENTOS, MATERIALES DE CURACIÓN, SUPLEMENTOS ALIMENTICIOS, PRODUCTOS DERMATOLÓGICOS, FÓRMULAS MAGISTRALES, PRESERVATIVOS Y DIUS","$13,500,000.00","NO","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","16-12-2021","01-01-2022","28-02-2022","PROYECTO"
114365,"INSTITUTO DE LA JUVENTUD","CDMX08PDIJPAAAPS7","108PDIJ134001O00111112035531100","REPARACIÓN Y CONSERVACIÓN DE EQUIPO DE TRANSPORTE DESTINADO A SERVIDORES PÚBLICOS","SERVICIO",3553,"3553000004--MANTENIMIENTO CORRECTIVO AL PARQUE VEHICULAR DESTINADO A SERVIDORES PUBLICOS Y SERVICIOS ADMINISTRATIVOS","$150,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-02-2022","01-02-2022","31-12-2022","PROYECTO"
114332,"ALCALDÍA TLÁHUAC","CDMX02CD13PAAAPS140","102CD13232001O00115O52031311200","AGUA POTABLE, VITAL PARA LAS ACTIVIDADES DE LA ALCALDÍA","SERVICIO",3131,"3131000002--AGUA POTABLE","$7,630,710.00","NO","CONVENIOS DE COLABORACIÓN ENTRE DEPENDENCIAS (ARTÍCULO 1).","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
114376,"ALCALDÍA LA MAGDALENA CONTRERAS","CDMX02CD10PAAAPS25","102CD10356001O00111112021411100","COMPRA DE MATERIAL INFORMATICO BASICO PARA LLEVAR A CABO ACTIVIDADES DE LA DIRECCION GENERAL","BIEN",2141,"2141000048--TODO TIPO DE SOFTWARE (PAQUETERÍA)","$20,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
